  Sequence name          simbad                  feh   cfe   nfe   ofe   nafe  mgfe  alfe  sife  cafe  scfe  tife  vfe   crfe  mnfe  cofe  nife  znfe  gafe  gefe  srfe  yfe   zrfe  nbfe  mofe  rufe  rhfe  pdfe  agfe  bafe  lafe  cefe  prfe  ndfe  smfe  eufe  gdfe  tbfe  dyfe  hofe  erfe  tmfe  ybfe  lufe  hffe  osfe  irfe  ptfe  aufe  pbfe  thfe  ufe   ref      
1       67 HE0121-2826   2MASS J01233713-2810280 -3.14 +0.55     *     *     * +0.60 -0.69     * +0.53 +0.28 +0.46     * -0.09 -0.52 +0.37 +0.02     *     *     * +0.51 +0.24     *     *     *     *     *     *     * -0.38     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       68 CS29518-051   2MASS J01241001-2815210 -2.82 -0.04 +0.82 +0.74 +0.44 +0.33 -0.66 +0.65 +0.51 +0.34 +0.55     * -0.09 -0.29 +0.47 +0.22 +0.39     *     * +0.29 -0.02 +0.29     *     *     *     *     *     * -0.41 -0.50 +0.07 +0.46 +0.05 +0.05 +0.04 +0.04     * +0.08 -0.20 +0.04  1.91     *     *     *     *     *     *     *     *     *     * CAY04    
1       69 HE0130-2303   2MASS J01331821-2248367 -3.10     *     *     *     * +0.49 -0.43 -0.07 +0.64 +0.59 +0.66     * +0.07 -0.26     *     *     *     *     * +0.30     *     *     *     *     *     *     *     * -0.74     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * CAR02    
1       70 HE0131-2740   2MASS J01332576-2725279 -3.25 +0.35     *     *     * +0.54 -0.52     * +0.50 +0.41 +0.47     * -0.11     *     * +0.27     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       71 HE0131-3953   2MASS J01333645-3937519 -2.85 +2.45     *     *     * +0.48 -0.78     * +0.54 +0.83 +0.33     * -0.04 -0.36     * -0.11     *     *     * +0.70     *     *     *     *     *     *     *     * +2.38 +2.06 +2.13     * +1.93     * +1.79     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       72 HE0132-2429   2MASS J01345885-2424186 -3.77 +0.87 +1.17 +1.79 -0.10 +0.58 +0.04 +0.79 +0.49 +0.98 +0.62 +0.58 -0.21 -0.68 +0.77 +0.19 +1.06     *     * +0.27 +0.55     *     *     *     *     *     *     * -0.63     *     *     *     *     * +1.40     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * COH08    
1       74 HE0143-4146   2MASS J01451803-4131464 -3.12 +0.11     *     *     * +0.58 -0.43     * +0.43 +0.62 +0.56     * -0.03 +0.04 +0.46 +0.21     *     *     * -0.38 -0.49     *     *     *     *     *     *     * -0.62     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       75 HE0143-4108   2MASS J01451993-4053363 -2.79 +0.16     *     *     * +0.19 -0.93     * +0.18 +0.14 +0.49 +0.31 +0.07 +0.23 +0.38 +0.41 +0.91     *     * -0.70 -0.75     *     *     *     *     *     *     * -1.01     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       77 HE0143-0441   2MASS J01453792-0426434 -2.38 +1.71 -0.07     *     * +0.65 -0.03 +0.03 +0.62 +1.07 +0.66     * -0.15 -0.46 +0.73 -0.05 +0.74     *     * +1.07 +1.01 +1.46     *     *     *     *     *     * +2.53 +2.11 +2.35     * +2.59     * +1.87     *     *     *     *     *     *     *     *     *     *     *     *     * +3.72     *     * COH04    
1       78 HE0143-1135   2MASS J01461033-1120107 -2.30 +0.23     *     *     * +0.50 -0.47     * +0.43 +0.41 +0.43     * +0.14 -0.02 +0.30 +0.08     *     *     * +0.04     *     *     *     *     *     *     *     * +0.09     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       79 HE0148-2611   2MASS J01505961-2557031 -3.13     *     *     *     * +0.15 -0.59 +0.17 +0.49 +0.72 +0.57     * -0.12 +0.17     *     *     *     *     * -0.58     *     *     *     *     *     *     *     * +0.17     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * CAR02    
1       80 HE0157-3335   2MASS J02000022-3321220 -3.25 -0.22     *     *     * +0.57 -0.37     * +0.39 +0.32 +0.47     * -0.27 -0.74 +0.33 +0.21     *     *     * +0.29 +0.05 +0.49     *     *     *     *     *     * -0.24     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * BAR05    
1       81 CS22958-042   2MASS J02010743-5716588 -3.02 +3.16 +2.07 +1.26 +2.99 +0.49 -0.68 +0.32 +0.53 +0.29 +0.39 +0.12 +0.02 -0.04 +0.37 +0.08     *     *     * -0.38     *     *     *     *     *     *     *     * -0.51     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     *     * SIV06    
