# Data from Meiksin and White 2004. 
# First number is upper limit. 

# z  gamma_pi  positive-error  negative-error 
6.0 	0.14	0.00	0.00
5.5 	0.37	0.06	0.05
5.0 	0.31	0.07	0.09
4.0 	0.43	0.06	0.05
4.0 	0.76	0.12	0.11
3.89	0.68	0.08	0.07
3.0	0.88	0.14	0.12
2.75	0.86	0.36	0.24
