# Data from Faucher-Giguere et al. 2008 (ApJ 688, 85; Table 1)

# z    gamma_pi   error 
2.0	0.64 	0.18 
2.2	0.51 	0.10 
2.4	0.50 	0.08 
2.6	0.51 	0.07 
2.8	0.51 	0.06 
3.0	0.59 	0.07 
3.2	0.66 	0.08 
3.4	0.53 	0.05 
3.6	0.49 	0.05 
3.8	0.51 	0.04 
4.0	0.55 	0.05 
4.2	0.52	0.08
