.10000E+05 1505.00 38.88971
.20417E+07 1505.00 38.99277
.40178E+07 1505.00 39.07162
.60116E+07 1505.00 38.81306
.80350E+07 1505.00 38.67397
.10069E+08 1505.00 38.54081
.12022E+08 1505.00 38.42714
.14125E+08 1505.00 38.32703
.16069E+08 1505.00 38.24081
.18280E+08 1505.00 38.16590
.20137E+08 1505.00 38.10661
.22181E+08 1505.00 38.04938
.24043E+08 1505.00 38.00285
.26061E+08 1505.00 37.95666
.28248E+08 1505.00 37.91099
.30129E+08 1505.00 37.87568
.32135E+08 1505.00 37.84203
.34276E+08 1505.00 37.80726
.36558E+08 1505.00 37.77237
.38369E+08 1505.00 37.74580
.40270E+08 1505.00 37.72027
.42265E+08 1505.00 37.69553
.44359E+08 1505.00 37.66977
.46557E+08 1505.00 37.64393
.48082E+08 1505.00 37.62653
.50464E+08 1505.00 37.60084
.52118E+08 1505.00 37.58393
.54700E+08 1505.00 37.55857
.56492E+08 1505.00 37.54143
.58342E+08 1505.00 37.52403
.60254E+08 1505.00 37.50739
.62228E+08 1505.00 37.48938
.64266E+08 1505.00 37.47166
.66372E+08 1505.00 37.45371
.68546E+08 1505.00 37.43546
.70792E+08 1505.00 37.41795
.73111E+08 1505.00 37.39974
.74299E+08 1505.00 37.39139
.76733E+08 1505.00 37.37368
.79247E+08 1505.00 37.35650
.80535E+08 1505.00 37.34789
.83173E+08 1505.00 37.33042
.84525E+08 1505.00 37.32187
.87294E+08 1505.00 37.30431
.88712E+08 1505.00 37.29502
.90154E+08 1505.00 37.28645
.93107E+08 1505.00 37.26838
.94620E+08 1505.00 37.26056
.96157E+08 1505.00 37.25144
.99308E+08 1505.00 37.23351
.10092E+09 1505.00 37.22505
.10256E+09 1505.00 37.21639
.10423E+09 1505.00 37.20754
.10764E+09 1505.00 37.18964
.10939E+09 1505.00 37.18092
.11117E+09 1505.00 37.17159
.11297E+09 1505.00 37.16194
.11481E+09 1505.00 37.15369
.11668E+09 1505.00 37.14411
.11857E+09 1505.00 37.13618
.12050E+09 1505.00 37.12773
.12246E+09 1505.00 37.11865
.12445E+09 1505.00 37.10941
.12647E+09 1505.00 37.10011
.12852E+09 1505.00 37.09146
.13061E+09 1505.00 37.08200
.13273E+09 1505.00 37.07268
.13489E+09 1505.00 37.06396
.13708E+09 1505.00 37.05495
.13931E+09 1505.00 37.04485
.14157E+09 1505.00 37.03592
.14387E+09 1505.00 37.02611
.14621E+09 1505.00 37.01749
.14859E+09 1505.00 37.00869
.15100E+09 1505.00 36.99862
